Pokolenie: 1
0. Fenotyp:	8.78962e+008	Genotyp:	011101001010011111000110001011
1. Fenotyp:	7.66004e+008	Genotyp:	100101010101001000010101101101
2. Fenotyp:	9.92253e+008	Genotyp:	010101001010100100100100110111
3. Fenotyp:	8.58388e+008	Genotyp:	110011110110111110010100110011
4. Fenotyp:	7.13839e+008	Genotyp:	100101010000101000110001010101
5. Fenotyp:	8.73608e+008	Genotyp:	000110001010110001001000001011
6. Fenotyp:	8.96218e+008	Genotyp:	010000101010110011010110101011
7. Fenotyp:	7.02828e+008	Genotyp:	101010100011001000100111100101
8. Fenotyp:	7.44938e+008	Genotyp:	000011110101101101100110001101
9. Fenotyp:	8.95769e+008	Genotyp:	101010101001101000100110101011
Pokolenie: 2
0. Fenotyp:	1.01378e+009	Genotyp:	111101001101100010110110001111
1. Fenotyp:	1.07285e+009	Genotyp:	011001010100011001001111111111
2. Fenotyp:	1.07299e+009	Genotyp:	100011001010100100101111111111
3. Fenotyp:	8.9564e+008	Genotyp:	110111010100011001000110101011
4. Fenotyp:	1.07311e+009	Genotyp:	110110010001011001101111111111
5. Fenotyp:	9.79186e+008	Genotyp:	101001001000110010111010010111
6. Fenotyp:	1.07303e+009	Genotyp:	101001001000110010101111111111
7. Fenotyp:	9.61946e+008	Genotyp:	011001010100010001101010100111
8. Fenotyp:	8.59989e+008	Genotyp:	011001010100011001000010110011
9. Fenotyp:	1.07337e+009	Genotyp:	100101100101101001011111111111
Pokolenie: 3
0. Fenotyp:	1.07303e+009	Genotyp:	110110011100110010101111111111
1. Fenotyp:	1.03956e+009	Genotyp:	101001000000011001101111101111
2. Fenotyp:	1.01229e+009	Genotyp:	100101100101101001101010001111
3. Fenotyp:	7.28571e+008	Genotyp:	111101001101100010110110110101
4. Fenotyp:	1.07303e+009	Genotyp:	100101010000100010101111111111
5. Fenotyp:	9.86477e+008	Genotyp:	101001001000111000110011010111
6. Fenotyp:	9.79212e+008	Genotyp:	110011110110100110111010010111
7. Fenotyp:	1.03109e+009	Genotyp:	101001001000110010101110101111
8. Fenotyp:	1.07305e+009	Genotyp:	011001010100011010101111111111
9. Fenotyp:	1.02251e+009	Genotyp:	110110010000110001001111001111
Pokolenie: 4
0. Fenotyp:	1.07285e+009	Genotyp:	011001010100011001001111111111
1. Fenotyp:	1.00588e+009	Genotyp:	100011001010100100101111110111
2. Fenotyp:	1.07287e+009	Genotyp:	101001001000110101001111111111
3. Fenotyp:	1.00509e+009	Genotyp:	011111010100011000010111110111
4. Fenotyp:	9.92371e+008	Genotyp:	011001000100011001100100110111
5. Fenotyp:	9.38632e+008	Genotyp:	011111010100011001001111111011
6. Fenotyp:	1.07337e+009	Genotyp:	011001010100011001011111111111
7. Fenotyp:	1.07277e+009	Genotyp:	111101001101100010001111111111
8. Fenotyp:	1.07299e+009	Genotyp:	100011001010100100101111111111
9. Fenotyp:	1.01203e+009	Genotyp:	101110000100011001001010001111
Pokolenie: 5
0. Fenotyp:	1.07285e+009	Genotyp:	011001010100011001001111111111
1. Fenotyp:	1.07337e+009	Genotyp:	101001000101101001011111111111
2. Fenotyp:	1.07334e+009	Genotyp:	101001010100101110011111111111
3. Fenotyp:	1.05666e+009	Genotyp:	001001101000011011011111011111
4. Fenotyp:	1.01378e+009	Genotyp:	011001001101100010110110001111
5. Fenotyp:	1.07285e+009	Genotyp:	011001010100011001001111111111
6. Fenotyp:	1.07244e+009	Genotyp:	010101001010100000110111111111
7. Fenotyp:	8.04461e+008	Genotyp:	011001001101100011001111111101
8. Fenotyp:	1.07284e+009	Genotyp:	011001010100001001001111111111
9. Fenotyp:	1.07337e+009	Genotyp:	110110010000011001011111111111
Pokolenie: 6
0. Fenotyp:	1.04619e+009	Genotyp:	100010101000100111011010011111
1. Fenotyp:	1.07285e+009	Genotyp:	011001010100011001001111111111
2. Fenotyp:	1.0725e+009	Genotyp:	100101100101100010110111111111
3. Fenotyp:	1.07303e+009	Genotyp:	110110011100110010101111111111
4. Fenotyp:	1.07284e+009	Genotyp:	011001010100001001001111111111
5. Fenotyp:	1.07337e+009	Genotyp:	001001010100011001011111111111
6. Fenotyp:	1.07315e+009	Genotyp:	101101000101011101101111111111
7. Fenotyp:	1.07329e+009	Genotyp:	010001010100100010011111111111
8. Fenotyp:	1.07287e+009	Genotyp:	111001001000110101001111111111
9. Fenotyp:	1.07334e+009	Genotyp:	101001010100101110011111111111
Pokolenie: 7
0. Fenotyp:	1.07303e+009	Genotyp:	110110001100110010101111111111
1. Fenotyp:	1.06465e+009	Genotyp:	001001001100110010101110111111
2. Fenotyp:	1.07168e+009	Genotyp:	101101001000100100000111111111
3. Fenotyp:	1.07329e+009	Genotyp:	101001000101100010011111111111
4. Fenotyp:	1.05653e+009	Genotyp:	101001101000011010011111011111
5. Fenotyp:	1.07284e+009	Genotyp:	011001000100110001001111111111
6. Fenotyp:	1.07303e+009	Genotyp:	001101010000100010101111111111
7. Fenotyp:	1.07299e+009	Genotyp:	011101000010100100101111111111
8. Fenotyp:	1.05205e+009	Genotyp:	111001001100100010101101011111
9. Fenotyp:	1.06183e+009	Genotyp:	000110010000110001010010111111
Pokolenie: 8
0. Fenotyp:	1.00586e+009	Genotyp:	101001001000110000101111110111
1. Fenotyp:	1.07305e+009	Genotyp:	010001010100011010101111111111
2. Fenotyp:	1.07305e+009	Genotyp:	100001100101011010101111111111
3. Fenotyp:	9.96422e+008	Genotyp:	001001001100110000100110110111
4. Fenotyp:	9.96414e+008	Genotyp:	101101010000100000100110110111
5. Fenotyp:	1.07303e+009	Genotyp:	010110011100110010101111111111
6. Fenotyp:	1.03916e+009	Genotyp:	101001010100011000001111101111
7. Fenotyp:	1.07285e+009	Genotyp:	010001010100011001001111111111
8. Fenotyp:	1.07313e+009	Genotyp:	111001001000110101101111111111
9. Fenotyp:	7.77753e+008	Genotyp:	010100101000100111011010011101
Pokolenie: 9
0. Fenotyp:	1.07284e+009	Genotyp:	101001010100001001001111111111
1. Fenotyp:	1.06807e+009	Genotyp:	110110101000011010010101111111
2. Fenotyp:	1.07305e+009	Genotyp:	110001010100011010101111111111
3. Fenotyp:	1.06465e+009	Genotyp:	010110001100110010101110111111
4. Fenotyp:	1.07355e+009	Genotyp:	101110010000000010111111111111
